Year DX,Primary Site,Histology 3,EOD 10 Extension,EOD10 Ext Recode
1984-2003,000-809,9140,11,5
1984-2003,000-809,9140,12,5
1984-2003,000-809,9140,13,5
1984-2003,000-809,9140,21,5
1984-2003,000-809,9140,22,5
1984-2003,000-809,9140,23,5
1984-2003,000-809,9140,24,5
1984-2003,000-809,9140,25,5
1984-2003,000-809,9140,26,5
1984-2003,000-809,9140,27,5
1984-2003,000-809,9140,29,5
1984-2003,000-809,9140,99,5
1984-2003,000-809,"9590-9591,9596,9650-9655,9659,9661-9665,9667,9670-9671,9673,9675,9678-9680,9684,9687,9689-9691,9695,9698-9699,9702-9703,9705,9708-9709,9714,9716-9719,9727-9729",10,5
1984-2003,000-809,"9590-9591,9596,9650-9655,9659,9661-9665,9667,9670-9671,9673,9675,9678-9680,9684,9687,9689-9691,9695,9698-9699,9702-9703,9705,9708-9709,9714,9716-9719,9727-9729",11,5
1984-2003,000-809,"9590-9591,9596,9650-9655,9659,9661-9665,9667,9670-9671,9673,9675,9678-9680,9684,9687,9689-9691,9695,9698-9699,9702-9703,9705,9708-9709,9714,9716-9719,9727-9729",20,5
1984-2003,000-809,"9590-9591,9596,9650-9655,9659,9661-9665,9667,9670-9671,9673,9675,9678-9680,9684,9687,9689-9691,9695,9698-9699,9702-9703,9705,9708-9709,9714,9716-9719,9727-9729",21,5
1984-2003,000-809,"9590-9591,9596,9650-9655,9659,9661-9665,9667,9670-9671,9673,9675,9678-9680,9684,9687,9689-9691,9695,9698-9699,9702-9703,9705,9708-9709,9714,9716-9719,9727-9729",30,5
1984-2003,000-809,"9590-9591,9596,9650-9655,9659,9661-9665,9667,9670-9671,9673,9675,9678-9680,9684,9687,9689-9691,9695,9698-9699,9702-9703,9705,9708-9709,9714,9716-9719,9727-9729",31,5
1984-2003,000-809,"9590-9591,9596,9650-9655,9659,9661-9665,9667,9670-9671,9673,9675,9678-9680,9684,9687,9689-9691,9695,9698-9699,9702-9703,9705,9708-9709,9714,9716-9719,9727-9729",32,5
1984-2003,000-809,"9590-9591,9596,9650-9655,9659,9661-9665,9667,9670-9671,9673,9675,9678-9680,9684,9687,9689-9691,9695,9698-9699,9702-9703,9705,9708-9709,9714,9716-9719,9727-9729",33,5
1984-2003,000-809,"9590-9591,9596,9650-9655,9659,9661-9665,9667,9670-9671,9673,9675,9678-9680,9684,9687,9689-9691,9695,9698-9699,9702-9703,9705,9708-9709,9714,9716-9719,9727-9729",80,5
1984-2003,000-809,"9590-9591,9596,9650-9655,9659,9661-9665,9667,9670-9671,9673,9675,9678-9680,9684,9687,9689-9691,9695,9698-9699,9702-9703,9705,9708-9709,9714,9716-9719,9727-9729",99,5
1984-2003,000-809,"9592-9595,9657,9658,9660,9666,9672,9674,9676-9677,9681-9683,9685-9686,9688,9692-9694,9696-9697,9704,9706-9707,9710-9713,9715",10,2
1984-2003,000-809,"9592-9595,9657,9658,9660,9666,9672,9674,9676-9677,9681-9683,9685-9686,9688,9692-9694,9696-9697,9704,9706-9707,9710-9713,9715",11,2
1984-2003,000-809,"9592-9595,9657,9658,9660,9666,9672,9674,9676-9677,9681-9683,9685-9686,9688,9692-9694,9696-9697,9704,9706-9707,9710-9713,9715",20,3
1984-2003,000-809,"9592-9595,9657,9658,9660,9666,9672,9674,9676-9677,9681-9683,9685-9686,9688,9692-9694,9696-9697,9704,9706-9707,9710-9713,9715",21,3
1984-2003,000-809,"9592-9595,9657,9658,9660,9666,9672,9674,9676-9677,9681-9683,9685-9686,9688,9692-9694,9696-9697,9704,9706-9707,9710-9713,9715",30,4
1984-2003,000-809,"9592-9595,9657,9658,9660,9666,9672,9674,9676-9677,9681-9683,9685-9686,9688,9692-9694,9696-9697,9704,9706-9707,9710-9713,9715",31,4
1984-2003,000-809,"9592-9595,9657,9658,9660,9666,9672,9674,9676-9677,9681-9683,9685-9686,9688,9692-9694,9696-9697,9704,9706-9707,9710-9713,9715",32,4
1984-2003,000-809,"9592-9595,9657,9658,9660,9666,9672,9674,9676-9677,9681-9683,9685-9686,9688,9692-9694,9696-9697,9704,9706-9707,9710-9713,9715",33,4
1984-2003,000-809,"9592-9595,9657,9658,9660,9666,9672,9674,9676-9677,9681-9683,9685-9686,9688,9692-9694,9696-9697,9704,9706-9707,9710-9713,9715",80,4
1984-2003,000-809,"9592-9595,9657,9658,9660,9666,9672,9674,9676-9677,9681-9683,9685-9686,9688,9692-9694,9696-9697,9704,9706-9707,9710-9713,9715",99,5
1984-2003,000-809,"9731,9734,9740,9750-9752,9755-9758,9764,9930",10,4
1984-2003,000-809,"9731,9734,9740,9750-9758,9764,9930",99,4
1984-2003,000-809,"9733-9734,9740-9742,9750-9758,9760-9762,9764-9769,9800-9801,9805,9820,9826,9831-9837,9840,9860-9861,9863,9866-9867,9870-9876,9891,9895-9897,9910,9920,9930-9931,9940,9945-9946,9948,9950,9960-9964,9970,9975,9980,9982-9987,9989",80,4
1984-2003,"420-421,424","9823,9827",80,4
1984-2003,"000-419,422-423,425-809","9823,9827",80,5
1984-2003,000-809,"9720,9722-9723,9763,9802-9804,9821-9822,9824-9825,9828,9830,9841-9842,9850,9862,9864,9868,9880,9890,9892-9894,9900,9932,9941,9981",80,4
1984-2003,000-809,9731-9732,80,4
1984-2003,"000-006,008-009","8000-9139,9141-9589",0,1
1984-2003,"000-006,008-009","8000-9139,9141-9589",10,2
1984-2003,"000-006,008-009","8000-9139,9141-9589",20,3
1984-2003,"000-006,008-009","8000-9139,9141-9589",30,2
1984-2003,"000-006,008-009","8000-9139,9141-9589",50,3
1984-2003,"000-006,008-009","8000-9139,9141-9589",51,3
1984-2003,"000-006,008-009","8000-9139,9141-9589",70,3
1984-2003,"000-006,008-009","8000-9139,9141-9589",75,4
1984-2003,"000-006,008-009","8000-9139,9141-9589",76,4
1984-2003,"000-006,008-009","8000-9139,9141-9589",77,4
1984-2003,"000-006,008-009","8000-9139,9141-9589",80,4
1984-2003,"000-006,008-009","8000-9139,9141-9589",85,4
1984-2003,"000-006,008-009","8000-9139,9141-9589",99,5
1984-2003,19,"8000-9139,9141-9589",0,1
1984-2003,19,"8000-9139,9141-9589",10,2
1984-2003,19,"8000-9139,9141-9589",20,2
1984-2003,19,"8000-9139,9141-9589",30,2
1984-2003,19,"8000-9139,9141-9589",40,3
1984-2003,19,"8000-9139,9141-9589",50,3
1984-2003,19,"8000-9139,9141-9589",53,3
1984-2003,19,"8000-9139,9141-9589",60,3
1984-2003,19,"8000-9139,9141-9589",70,3
1984-2003,19,"8000-9139,9141-9589",75,4
1984-2003,19,"8000-9139,9141-9589",76,4
1984-2003,19,"8000-9139,9141-9589",80,4
1984-2003,19,"8000-9139,9141-9589",85,4
1984-2003,19,"8000-9139,9141-9589",99,5
1984-2003,24,"8000-9139,9141-9589",0,1
1984-2003,24,"8000-9139,9141-9589",10,2
1984-2003,24,"8000-9139,9141-9589",20,2
1984-2003,24,"8000-9139,9141-9589",30,2
1984-2003,24,"8000-9139,9141-9589",40,3
1984-2003,24,"8000-9139,9141-9589",50,3
1984-2003,24,"8000-9139,9141-9589",53,3
1984-2003,24,"8000-9139,9141-9589",60,3
1984-2003,24,"8000-9139,9141-9589",70,3
1984-2003,24,"8000-9139,9141-9589",75,4
1984-2003,24,"8000-9139,9141-9589",76,4
1984-2003,24,"8000-9139,9141-9589",80,4
1984-2003,24,"8000-9139,9141-9589",85,4
1984-2003,24,"8000-9139,9141-9589",99,5
1984-2003,"020-023,028-029","8000-9139,9141-9589",0,1
1984-2003,"020-023,028-029","8000-9139,9141-9589",10,2
1984-2003,"020-023,028-029","8000-9139,9141-9589",20,2
1984-2003,"020-023,028-029","8000-9139,9141-9589",30,2
1984-2003,"020-023,028-029","8000-9139,9141-9589",40,3
1984-2003,"020-023,028-029","8000-9139,9141-9589",50,3
1984-2003,"020-023,028-029","8000-9139,9141-9589",53,4
1984-2003,"020-023,028-029","8000-9139,9141-9589",60,4
1984-2003,"020-023,028-029","8000-9139,9141-9589",70,3
1984-2003,"020-023,028-029","8000-9139,9141-9589",75,4
1984-2003,"020-023,028-029","8000-9139,9141-9589",80,4
1984-2003,"020-023,028-029","8000-9139,9141-9589",85,4
1984-2003,"020-023,028-029","8000-9139,9141-9589",99,5
1984-2003,"030-031,039,062","8000-9139,9141-9589",0,1
1984-2003,"030-031,039,062","8000-9139,9141-9589",10,2
1984-2003,"030-031,039,062","8000-9139,9141-9589",30,2
1984-2003,"030-031,039,062","8000-9139,9141-9589",50,3
1984-2003,"030-031,039,062","8000-9139,9141-9589",55,3
1984-2003,"030-031,039,062","8000-9139,9141-9589",60,3
1984-2003,"030-031,039,062","8000-9139,9141-9589",65,3
1984-2003,"030-031,039,062","8000-9139,9141-9589",70,3
1984-2003,"030-031,039,062","8000-9139,9141-9589",72,3
1984-2003,"030-031,039,062","8000-9139,9141-9589",73,3
1984-2003,"030-031,039,062","8000-9139,9141-9589",74,3
1984-2003,"030-031,039,062","8000-9139,9141-9589",76,3
1984-2003,"030-031,039,062","8000-9139,9141-9589",80,4
1984-2003,"030-031,039,062","8000-9139,9141-9589",85,4
1984-2003,"030-031,039,062","8000-9139,9141-9589",99,5
1984-2003,"040-041,048-049","8000-9139,9141-9589",0,1
1984-2003,"040-041,048-049","8000-9139,9141-9589",10,2
1984-2003,"040-041,048-049","8000-9139,9141-9589",20,2
1984-2003,"040-041,048-049","8000-9139,9141-9589",30,2
1984-2003,"040-041,048-049","8000-9139,9141-9589",40,3
1984-2003,"040-041,048-049","8000-9139,9141-9589",50,3
1984-2003,"040-041,048-049","8000-9139,9141-9589",53,3
1984-2003,"040-041,048-049","8000-9139,9141-9589",55,3
1984-2003,"040-041,048-049","8000-9139,9141-9589",60,3
1984-2003,"040-041,048-049","8000-9139,9141-9589",70,3
1984-2003,"040-041,048-049","8000-9139,9141-9589",76,3
1984-2003,"040-041,048-049","8000-9139,9141-9589",80,4
1984-2003,"040-041,048-049","8000-9139,9141-9589",85,4
1984-2003,"040-041,048-049","8000-9139,9141-9589",99,5
1984-2003,50,"8000-9139,9141-9589",0,1
1984-2003,50,"8000-9139,9141-9589",10,2
1984-2003,50,"8000-9139,9141-9589",30,2
1984-2003,50,"8000-9139,9141-9589",40,3
1984-2003,50,"8000-9139,9141-9589",50,3
1984-2003,50,"8000-9139,9141-9589",70,3
1984-2003,50,"8000-9139,9141-9589",74,3
1984-2003,50,"8000-9139,9141-9589",80,4
1984-2003,50,"8000-9139,9141-9589",85,4
1984-2003,50,"8000-9139,9141-9589",99,5
1984-2003,051-052,"8000-9139,9141-9589",0,1
1984-2003,051-052,"8000-9139,9141-9589",10,2
1984-2003,051-052,"8000-9139,9141-9589",20,2
1984-2003,051-052,"8000-9139,9141-9589",30,2
1984-2003,051-052,"8000-9139,9141-9589",40,3
1984-2003,051-052,"8000-9139,9141-9589",50,3
1984-2003,051-052,"8000-9139,9141-9589",60,3
1984-2003,051-052,"8000-9139,9141-9589",65,3
1984-2003,051-052,"8000-9139,9141-9589",70,3
1984-2003,051-052,"8000-9139,9141-9589",71,4
1984-2003,051-052,"8000-9139,9141-9589",74,3
1984-2003,051-052,"8000-9139,9141-9589",75,3
1984-2003,051-052,"8000-9139,9141-9589",76,4
1984-2003,051-052,"8000-9139,9141-9589",80,4
1984-2003,051-052,"8000-9139,9141-9589",85,4
1984-2003,051-052,"8000-9139,9141-9589",99,5
1984-2003,"058-059,068-069","8000-9139,9141-9589",0,1
1984-2003,"058-059,068-069","8000-9139,9141-9589",10,2
1984-2003,"058-059,068-069","8000-9139,9141-9589",20,2
1984-2003,"058-059,068-069","8000-9139,9141-9589",30,2
1984-2003,"058-059,068-069","8000-9139,9141-9589",50,3
1984-2003,"058-059,068-069","8000-9139,9141-9589",60,3
1984-2003,"058-059,068-069","8000-9139,9141-9589",70,3
1984-2003,"058-059,068-069","8000-9139,9141-9589",80,4
1984-2003,"058-059,068-069","8000-9139,9141-9589",85,4
1984-2003,"058-059,068-069","8000-9139,9141-9589",99,5
1984-2003,060-061,"8000-9139,9141-9589",0,1
1984-2003,060-061,"8000-9139,9141-9589",10,2
1984-2003,060-061,"8000-9139,9141-9589",20,3
1984-2003,060-061,"8000-9139,9141-9589",30,2
1984-2003,060-061,"8000-9139,9141-9589",50,3
1984-2003,060-061,"8000-9139,9141-9589",51,3
1984-2003,060-061,"8000-9139,9141-9589",55,3
1984-2003,060-061,"8000-9139,9141-9589",60,3
1984-2003,060-061,"8000-9139,9141-9589",70,3
1984-2003,060-061,"8000-9139,9141-9589",73,3
1984-2003,060-061,"8000-9139,9141-9589",75,3
1984-2003,060-061,"8000-9139,9141-9589",76,3
1984-2003,060-061,"8000-9139,9141-9589",77,4
1984-2003,060-061,"8000-9139,9141-9589",80,4
1984-2003,060-061,"8000-9139,9141-9589",85,4
1984-2003,060-061,"8000-9139,9141-9589",99,5
1984-2003,"079-081,088-089","8000-9139,9141-9589",0,1
1984-2003,"079-081,088-089","8000-9139,9141-9589",10,2
1984-2003,"079-081,088-089","8000-9139,9141-9589",30,2
1984-2003,"079-081,088-089","8000-9139,9141-9589",40,3
1984-2003,"079-081,088-089","8000-9139,9141-9589",50,3
1984-2003,"079-081,088-089","8000-9139,9141-9589",51,3
1984-2003,"079-081,088-089","8000-9139,9141-9589",70,4
1984-2003,"079-081,088-089","8000-9139,9141-9589",71,3
1984-2003,"079-081,088-089","8000-9139,9141-9589",72,4
1984-2003,"079-081,088-089","8000-9139,9141-9589",80,4
1984-2003,"079-081,088-089","8000-9139,9141-9589",85,4
1984-2003,"079-081,088-089","8000-9139,9141-9589",99,5
1984-2003,"098-099,090-091,100,102-104,108-109","8000-9139,9141-9589",0,1
1984-2003,"098-099,090-091,100,102-104,108-109","8000-9139,9141-9589",10,2
1984-2003,"098-099,090-091,100,102-104,108-109","8000-9139,9141-9589",20,3
1984-2003,"098-099,090-091,100,102-104,108-109","8000-9139,9141-9589",30,2
1984-2003,"098-099,090-091,100,102-104,108-109","8000-9139,9141-9589",40,3
1984-2003,"098-099,090-091,100,102-104,108-109","8000-9139,9141-9589",41,3
1984-2003,"098-099,090-091,100,102-104,108-109","8000-9139,9141-9589",42,3
1984-2003,"098-099,090-091,100,102-104,108-109","8000-9139,9141-9589",50,3
1984-2003,"098-099,090-091,100,102-104,108-109","8000-9139,9141-9589",55,3
1984-2003,"098-099,090-091,100,102-104,108-109","8000-9139,9141-9589",60,3
1984-2003,"098-099,090-091,100,102-104,108-109","8000-9139,9141-9589",65,3
1984-2003,"098-099,090-091,100,102-104,108-109","8000-9139,9141-9589",70,4
1984-2003,"098-099,090-091,100,102-104,108-109","8000-9139,9141-9589",80,4
1984-2003,"098-099,090-091,100,102-104,108-109","8000-9139,9141-9589",85,4
1984-2003,"098-099,090-091,100,102-104,108-109","8000-9139,9141-9589",99,5
1984-2003,101,"8000-9139,9141-9589",0,1
1984-2003,101,"8000-9139,9141-9589",10,2
1984-2003,101,"8000-9139,9141-9589",20,3
1984-2003,101,"8000-9139,9141-9589",30,2
1984-2003,101,"8000-9139,9141-9589",40,3
1984-2003,101,"8000-9139,9141-9589",41,3
1984-2003,101,"8000-9139,9141-9589",42,3
1984-2003,101,"8000-9139,9141-9589",50,3
1984-2003,101,"8000-9139,9141-9589",55,3
1984-2003,101,"8000-9139,9141-9589",60,3
1984-2003,101,"8000-9139,9141-9589",65,3
1984-2003,101,"8000-9139,9141-9589",70,4
1984-2003,101,"8000-9139,9141-9589",80,4
1984-2003,101,"8000-9139,9141-9589",85,4
1984-2003,101,"8000-9139,9141-9589",99,5
1984-2003,"110-113,118-119","8000-9139,9141-9589",0,1
1984-2003,"110-113,118-119","8000-9139,9141-9589",10,2
1984-2003,"110-113,118-119","8000-9139,9141-9589",20,3
1984-2003,"110-113,118-119","8000-9139,9141-9589",30,2
1984-2003,"110-113,118-119","8000-9139,9141-9589",40,3
1984-2003,"110-113,118-119","8000-9139,9141-9589",50,3
1984-2003,"110-113,118-119","8000-9139,9141-9589",52,3
1984-2003,"110-113,118-119","8000-9139,9141-9589",55,3
1984-2003,"110-113,118-119","8000-9139,9141-9589",57,4
1984-2003,"110-113,118-119","8000-9139,9141-9589",60,3
1984-2003,"110-113,118-119","8000-9139,9141-9589",70,3
1984-2003,"110-113,118-119","8000-9139,9141-9589",80,4
1984-2003,"110-113,118-119","8000-9139,9141-9589",85,4
1984-2003,"110-113,118-119","8000-9139,9141-9589",99,5
1984-2003,"129-132,138-139","8000-9139,9141-9589",0,1
1984-2003,"129-132,138-139","8000-9139,9141-9589",10,2
1984-2003,"129-132,138-139","8000-9139,9141-9589",20,3
1984-2003,"129-132,138-139","8000-9139,9141-9589",30,2
1984-2003,"129-132,138-139","8000-9139,9141-9589",40,3
1984-2003,"129-132,138-139","8000-9139,9141-9589",50,3
1984-2003,"129-132,138-139","8000-9139,9141-9589",51,3
1984-2003,"129-132,138-139","8000-9139,9141-9589",55,3
1984-2003,"129-132,138-139","8000-9139,9141-9589",60,3
1984-2003,"129-132,138-139","8000-9139,9141-9589",61,4
1984-2003,"129-132,138-139","8000-9139,9141-9589",62,4
1984-2003,"129-132,138-139","8000-9139,9141-9589",80,4
1984-2003,"129-132,138-139","8000-9139,9141-9589",85,4
1984-2003,"129-132,138-139","8000-9139,9141-9589",99,5
1984-2003,"140,142,148","8000-9139,9141-9589",0,1
1984-2003,"140,142,148","8000-9139,9141-9589",10,2
1984-2003,"140,142,148","8000-9139,9141-9589",30,2
1984-2003,"140,142,148","8000-9139,9141-9589",40,3
1984-2003,"140,142,148","8000-9139,9141-9589",50,3
1984-2003,"140,142,148","8000-9139,9141-9589",55,3
1984-2003,"140,142,148","8000-9139,9141-9589",60,3
1984-2003,"140,142,148","8000-9139,9141-9589",80,4
1984-2003,"140,142,148","8000-9139,9141-9589",85,4
1984-2003,"140,142,148","8000-9139,9141-9589",99,5
1984-2003,"150-155,158-159","8000-9139,9141-9589",0,1
1984-2003,"150-155,158-159","8000-9139,9141-9589",10,2
1984-2003,"150-155,158-159","8000-9139,9141-9589",11,2
1984-2003,"150-155,158-159","8000-9139,9141-9589",12,2
1984-2003,"150-155,158-159","8000-9139,9141-9589",16,2
1984-2003,"150-155,158-159","8000-9139,9141-9589",20,2
1984-2003,"150-155,158-159","8000-9139,9141-9589",30,2
1984-2003,"150-155,158-159","8000-9139,9141-9589",40,3
1984-2003,"150-155,158-159","8000-9139,9141-9589",60,3
1984-2003,"150-155,158-159","8000-9139,9141-9589",65,3
1984-2003,"150-155,158-159","8000-9139,9141-9589",80,4
1984-2003,"150-155,158-159","8000-9139,9141-9589",85,4
1984-2003,"150-155,158-159","8000-9139,9141-9589",99,5
1984-2003,"160-166,168-169","8000-9139,9141-9589",0,1
1984-2003,"160-166,168-169","8000-9139,9141-9589",5,1
1984-2003,"160-166,168-169","8000-9139,9141-9589",10,2
1984-2003,"160-166,168-169","8000-9139,9141-9589",11,2
1984-2003,"160-166,168-169","8000-9139,9141-9589",12,2
1984-2003,"160-166,168-169","8000-9139,9141-9589",13,2
1984-2003,"160-166,168-169","8000-9139,9141-9589",14,2
1984-2003,"160-166,168-169","8000-9139,9141-9589",15,2
1984-2003,"160-166,168-169","8000-9139,9141-9589",16,2
1984-2003,"160-166,168-169","8000-9139,9141-9589",20,2
1984-2003,"160-166,168-169","8000-9139,9141-9589",30,2
1984-2003,"160-166,168-169","8000-9139,9141-9589",40,2
1984-2003,"160-166,168-169","8000-9139,9141-9589",45,3
1984-2003,"160-166,168-169","8000-9139,9141-9589",50,2
1984-2003,"160-166,168-169","8000-9139,9141-9589",55,3
1984-2003,"160-166,168-169","8000-9139,9141-9589",60,3
1984-2003,"160-166,168-169","8000-9139,9141-9589",70,4
1984-2003,"160-166,168-169","8000-9139,9141-9589",80,4
1984-2003,"160-166,168-169","8000-9139,9141-9589",85,4
1984-2003,"160-166,168-169","8000-9139,9141-9589",99,5
1984-2003,"170-173,178-179","8000-9139,9141-9589",0,1
1984-2003,"170-173,178-179","8000-9139,9141-9589",5,1
1984-2003,"170-173,178-179","8000-9139,9141-9589",10,2
1984-2003,"170-173,178-179","8000-9139,9141-9589",11,2
1984-2003,"170-173,178-179","8000-9139,9141-9589",12,2
1984-2003,"170-173,178-179","8000-9139,9141-9589",13,2
1984-2003,"170-173,178-179","8000-9139,9141-9589",14,2
1984-2003,"170-173,178-179","8000-9139,9141-9589",15,2
1984-2003,"170-173,178-179","8000-9139,9141-9589",16,2
1984-2003,"170-173,178-179","8000-9139,9141-9589",20,2
1984-2003,"170-173,178-179","8000-9139,9141-9589",30,2
1984-2003,"170-173,178-179","8000-9139,9141-9589",40,2
1984-2003,"170-173,178-179","8000-9139,9141-9589",42,3
1984-2003,"170-173,178-179","8000-9139,9141-9589",45,3
1984-2003,"170-173,178-179","8000-9139,9141-9589",50,2
1984-2003,"170-173,178-179","8000-9139,9141-9589",55,3
1984-2003,"170-173,178-179","8000-9139,9141-9589",60,3
1984-2003,"170-173,178-179","8000-9139,9141-9589",65,3
1984-2003,"170-173,178-179","8000-9139,9141-9589",66,4
1984-2003,"170-173,178-179","8000-9139,9141-9589",67,3
1984-2003,"170-173,178-179","8000-9139,9141-9589",68,3
1984-2003,"170-173,178-179","8000-9139,9141-9589",70,3
1984-2003,"170-173,178-179","8000-9139,9141-9589",80,4
1984-2003,"170-173,178-179","8000-9139,9141-9589",85,4
1984-2003,"170-173,178-179","8000-9139,9141-9589",99,5
1984-2003,180-189,"8000-9139,9141-9589",0,1
1984-2003,180-189,"8000-9139,9141-9589",5,1
1984-2003,180-189,"8000-9139,9141-9589",10,2
1984-2003,180-189,"8000-9139,9141-9589",11,2
1984-2003,180-189,"8000-9139,9141-9589",12,2
1984-2003,180-189,"8000-9139,9141-9589",13,2
1984-2003,180-189,"8000-9139,9141-9589",14,2
1984-2003,180-189,"8000-9139,9141-9589",15,2
1984-2003,180-189,"8000-9139,9141-9589",16,2
1984-2003,180-189,"8000-9139,9141-9589",20,2
1984-2003,180-189,"8000-9139,9141-9589",30,2
1984-2003,180-189,"8000-9139,9141-9589",40,2
1984-2003,180-189,"8000-9139,9141-9589",42,3
1984-2003,180-189,"8000-9139,9141-9589",45,3
1984-2003,180-189,"8000-9139,9141-9589",50,2
1984-2003,180-189,"8000-9139,9141-9589",55,3
1984-2003,180-189,"8000-9139,9141-9589",60,3
1984-2003,180-189,"8000-9139,9141-9589",65,4
1984-2003,180-189,"8000-9139,9141-9589",66,4
1984-2003,180-189,"8000-9139,9141-9589",70,3
1984-2003,180-189,"8000-9139,9141-9589",75,4
1984-2003,180-189,"8000-9139,9141-9589",80,4
1984-2003,180-189,"8000-9139,9141-9589",85,4
1984-2003,180-189,"8000-9139,9141-9589",99,5
1984-2003,"199,209","8000-9139,9141-9589",0,1
1984-2003,"199,209","8000-9139,9141-9589",5,1
1984-2003,"199,209","8000-9139,9141-9589",10,2
1984-2003,"199,209","8000-9139,9141-9589",11,2
1984-2003,"199,209","8000-9139,9141-9589",12,2
1984-2003,"199,209","8000-9139,9141-9589",13,2
1984-2003,"199,209","8000-9139,9141-9589",14,2
1984-2003,"199,209","8000-9139,9141-9589",15,2
1984-2003,"199,209","8000-9139,9141-9589",16,2
1984-2003,"199,209","8000-9139,9141-9589",20,2
1984-2003,"199,209","8000-9139,9141-9589",30,2
1984-2003,"199,209","8000-9139,9141-9589",40,2
1984-2003,"199,209","8000-9139,9141-9589",42,3
1984-2003,"199,209","8000-9139,9141-9589",45,3
1984-2003,"199,209","8000-9139,9141-9589",50,2
1984-2003,"199,209","8000-9139,9141-9589",55,3
1984-2003,"199,209","8000-9139,9141-9589",60,3
1984-2003,"199,209","8000-9139,9141-9589",70,3
1984-2003,"199,209","8000-9139,9141-9589",80,4
1984-2003,"199,209","8000-9139,9141-9589",85,4
1984-2003,"199,209","8000-9139,9141-9589",99,5
1984-2003,"210-212,218","8000-9139,9141-9589",0,1
1984-2003,"210-212,218","8000-9139,9141-9589",10,2
1984-2003,"210-212,218","8000-9139,9141-9589",11,2
1984-2003,"210-212,218","8000-9139,9141-9589",12,2
1984-2003,"210-212,218","8000-9139,9141-9589",16,2
1984-2003,"210-212,218","8000-9139,9141-9589",20,2
1984-2003,"210-212,218","8000-9139,9141-9589",30,2
1984-2003,"210-212,218","8000-9139,9141-9589",40,3
1984-2003,"210-212,218","8000-9139,9141-9589",60,3
1984-2003,"210-212,218","8000-9139,9141-9589",70,3
1984-2003,"210-212,218","8000-9139,9141-9589",75,3
1984-2003,"210-212,218","8000-9139,9141-9589",80,4
1984-2003,"210-212,218","8000-9139,9141-9589",85,4
1984-2003,"210-212,218","8000-9139,9141-9589",99,5
1984-2003,220-221,"8000-9139,9141-9589",0,1
1984-2003,220-221,"8000-9139,9141-9589",10,2
1984-2003,220-221,"8000-9139,9141-9589",20,2
1984-2003,220-221,"8000-9139,9141-9589",30,2
1984-2003,220-221,"8000-9139,9141-9589",40,2
1984-2003,220-221,"8000-9139,9141-9589",50,2
1984-2003,220-221,"8000-9139,9141-9589",60,3
1984-2003,220-221,"8000-9139,9141-9589",61,3
1984-2003,220-221,"8000-9139,9141-9589",62,3
1984-2003,220-221,"8000-9139,9141-9589",65,3
1984-2003,220-221,"8000-9139,9141-9589",70,3
1984-2003,220-221,"8000-9139,9141-9589",75,4
1984-2003,220-221,"8000-9139,9141-9589",80,4
1984-2003,220-221,"8000-9139,9141-9589",85,4
1984-2003,220-221,"8000-9139,9141-9589",99,5
1984-2003,239,"8000-9139,9141-9589",0,1
1984-2003,239,"8000-9139,9141-9589",10,2
1984-2003,239,"8000-9139,9141-9589",20,2
1984-2003,239,"8000-9139,9141-9589",30,2
1984-2003,239,"8000-9139,9141-9589",40,2
1984-2003,239,"8000-9139,9141-9589",50,2
1984-2003,239,"8000-9139,9141-9589",55,3
1984-2003,239,"8000-9139,9141-9589",60,3
1984-2003,239,"8000-9139,9141-9589",61,3
1984-2003,239,"8000-9139,9141-9589",62,3
1984-2003,239,"8000-9139,9141-9589",65,3
1984-2003,239,"8000-9139,9141-9589",70,3
1984-2003,239,"8000-9139,9141-9589",80,4
1984-2003,239,"8000-9139,9141-9589",85,4
