ICD-10-CM-CODE,ICD-O-3-PRIMARY-SITE,HISTOLOGY,BEHAVIOR,GRADE,LATERALITY,REPORTABILITY,GENDER
C7A029,C189,8240,3,9,0,Y,
C7A09,C809,8240,3,9,0,Y,
C7A090,C349,8240,3,9,9,Y,
C7A091,C379,8240,3,9,0,Y,
C7A092,C169,8240,3,9,0,Y,
C7A093,C649,8240,3,9,9,Y,
C7A094,C269,8240,3,9,0,Y,
C7A095,C269,8240,3,9,0,Y,
C7A096,C269,8240,3,9,0,Y,
C7A098,C809,8240,3,9,0,Y,
C7A1,C809,8246,3,3,0,Y,
C7A8,C809,8246,3,9,0,Y,
C7B,C809,8246,3,9,0,Y,
C7B0,C809,8240,3,9,0,Y,
C7B00,C809,8240,3,9,0,Y,
C7B01,C809,8240,3,9,0,Y,
C7B02,C809,8240,3,9,0,Y,
C7B03,C809,8240,3,9,0,Y,
C7B04,C809,8240,3,9,0,Y,
C7B09,C809,8240,3,9,0,Y,
C7B1,C809,8247,3,9,0,Y,
C7B8,C809,8246,3,9,0,Y,
C80,C809,8000,3,9,0,Y,
C800,C809,8000,3,9,0,Y,
C801,C809,8000,3,9,0,Y,
C802,C809,8000,3,9,0,Y,
C81,C779,9650,3,9,0,Y,
C810,C779,9659,3,9,0,Y,
C8100,C779,9659,3,9,0,Y,
C8101,C770,9659,3,9,0,Y,
C8102,C771,9659,3,9,0,Y,
C8103,C772,9659,3,9,0,Y,
C8104,C773,9659,3,9,0,Y,
C8105,C774,9659,3,9,0,Y,
C8106,C775,9659,3,9,0,Y,
C8107,C779,9659,3,9,0,Y,
C8108,C778,9659,3,9,0,Y,
C8109,C779,9659,3,9,0,Y,
C811,C779,9663,3,9,0,Y,
C8110,C779,9663,3,9,0,Y,
C8111,C770,9663,3,9,0,Y,
C8112,C771,9663,3,9,0,Y,
C8113,C772,9663,3,9,0,Y,
C8114,C773,9663,3,9,0,Y,
C8115,C774,9663,3,9,0,Y,
C8116,C775,9663,3,9,0,Y,
C8117,C779,9663,3,9,0,Y,
C8118,C778,9663,3,9,0,Y,
C8119,C779,9663,3,9,0,Y,
C812,C779,9652,3,9,0,Y,
C8120,C779,9652,3,9,0,Y,
C8121,C770,9652,3,9,0,Y,
C8122,C771,9652,3,9,0,Y,
C8123,C772,9652,3,9,0,Y,
C8124,C773,9652,3,9,0,Y,
C8125,C774,9652,3,9,0,Y,
C8126,C775,9652,3,9,0,Y,
C8127,C779,9652,3,9,0,Y,
C8128,C778,9652,3,9,0,Y,
C8129,C779,9652,3,9,0,Y,
C813,C779,9653,3,9,0,Y,
C8130,C779,9653,3,9,0,Y,
C8131,C770,9653,3,9,0,Y,
C8132,C771,9653,3,9,0,Y,
C8133,C772,9653,3,9,0,Y,
C8134,C773,9653,3,9,0,Y,
C8135,C774,9653,3,9,0,Y,
C8136,C775,9653,3,9,0,Y,
C8137,C779,9653,3,9,0,Y,
C8138,C778,9653,3,9,0,Y,
C8139,C779,9653,3,9,0,Y,
C814,C779,9651,3,9,0,Y,
C8140,C779,9651,3,9,0,Y,
C8141,C770,9651,3,9,0,Y,
C8142,C771,9651,3,9,0,Y,
C8143,C772,9651,3,9,0,Y,
C8144,C773,9651,3,9,0,Y,
C8145,C774,9651,3,9,0,Y,
C8146,C775,9651,3,9,0,Y,
C8147,C779,9651,3,9,0,Y,
C8148,C778,9651,3,9,0,Y,
C8149,C779,9651,3,9,0,Y,
C817,C779,9650,3,9,0,Y,
C8170,C779,9650,3,9,0,Y,
C8171,C770,9650,3,9,0,Y,
C8172,C771,9650,3,9,0,Y,
C8173,C772,9650,3,9,0,Y,
C8174,C773,9650,3,9,0,Y,
C8175,C774,9650,3,9,0,Y,
C8176,C775,9650,3,9,0,Y,
C8177,C779,9650,3,9,0,Y,
C8178,C778,9650,3,9,0,Y,
C8179,C779,9650,3,9,0,Y,
C819,C779,9650,3,9,0,Y,
C8190,C779,9650,3,9,0,Y,
C8191,C770,9650,3,9,0,Y,
C8192,C771,9650,3,9,0,Y,
C8193,C772,9650,3,9,0,Y,
C8194,C773,9650,3,9,0,Y,
C8195,C774,9650,3,9,0,Y,
C8196,C775,9650,3,9,0,Y,
C8197,C779,9650,3,9,0,Y,
C8198,C778,9650,3,9,0,Y,
C8199,C779,9650,3,9,0,Y,
C82,C779,9690,3,6,0,Y,
C820,C779,9695,3,6,0,Y,
C8200,C779,9695,3,6,0,Y,
C8201,C770,9695,3,6,0,Y,
C8202,C771,9695,3,6,0,Y,
C8203,C772,9695,3,6,0,Y,
C8204,C773,9695,3,6,0,Y,
C8205,C774,9695,3,6,0,Y,
C8206,C775,9695,3,6,0,Y,
C8207,C422,9695,3,6,0,Y,
C8208,C778,9695,3,6,0,Y,
C8209,C809,9695,3,6,0,Y,
C821,C779,9691,3,6,0,Y,
C8210,C779,9691,3,6,0,Y,
C8211,C770,9691,3,6,0,Y,
C8212,C771,9691,3,6,0,Y,
C8213,C772,9691,3,6,0,Y,
C8214,C773,9691,3,6,0,Y,
C8215,C774,9691,3,6,0,Y,
C8216,C775,9691,3,6,0,Y,
C8217,C422,9691,3,6,0,Y,
C8218,C778,9691,3,6,0,Y,
C8219,C809,9691,3,6,0,Y,
C822,C779,9698,3,6,0,Y,
C8220,C779,9698,3,6,0,Y,
C8221,C770,9698,3,6,0,Y,
C8222,C771,9698,3,6,0,Y,
C8223,C772,9698,3,6,0,Y,
C8224,C773,9698,3,6,0,Y,
C8225,C774,9698,3,6,0,Y,
C8226,C775,9698,3,6,0,Y,
C8227,C422,9698,3,6,0,Y,
C8228,C778,9698,3,6,0,Y,
C8229,C809,9698,3,6,0,Y,
C823,C779,9698,3,6,0,Y,
C8230,C779,9698,3,6,0,Y,
C8231,C770,9698,3,6,0,Y,
C8232,C771,9698,3,6,0,Y,
C8233,C772,9698,3,6,0,Y,
C8234,C773,9698,3,6,0,Y,
C8235,C774,9698,3,6,0,Y,
C8236,C775,9698,3,6,0,Y,
C8237,C422,9698,3,6,0,Y,
C8238,C778,9698,3,6,0,Y,
C8239,C809,9698,3,6,0,Y,
C824,C779,9698,3,6,0,Y,
C8240,C779,9698,3,6,0,Y,
C8241,C770,9698,3,6,0,Y,
C8242,C771,9698,3,6,0,Y,
C8243,C772,9698,3,6,0,Y,
C8244,C773,9698,3,6,0,Y,
C8245,C774,9698,3,6,0,Y,
C8246,C775,9698,3,6,0,Y,
C8247,C422,9698,3,6,0,Y,
C8248,C778,9698,3,6,0,Y,
C8249,C809,9698,3,6,0,Y,
C825,C779,9690,3,6,0,Y,
C8250,C779,9690,3,6,0,Y,
C8251,C770,9690,3,6,0,Y,
C8252,C771,9690,3,6,0,Y,
C8253,C772,9690,3,6,0,Y,
C8254,C773,9690,3,6,0,Y,
C8255,C774,9690,3,6,0,Y,
C8256,C775,9690,3,6,0,Y,
C8257,C422,9690,3,6,0,Y,
C8258,C778,9690,3,6,0,Y,
C8259,C809,9690,3,6,0,Y,
C826,C449,9597,3,6,0,Y,
C8260,C449,9597,3,6,0,Y,
C8261,C449,9597,3,6,0,Y,
C8262,C449,9597,3,6,0,Y,
C8263,C449,9597,3,6,0,Y,
C8264,C449,9597,3,6,0,Y,
C8265,C449,9597,3,6,0,Y,
C8266,C449,9597,3,6,0,Y,
C8267,C449,9597,3,6,0,Y,
C8268,C449,9597,3,6,0,Y,
C8269,C449,9597,3,6,0,Y,
C828,C779,9690,3,6,0,Y,
C8280,C779,9690,3,6,0,Y,
C8281,C770,9690,3,6,0,Y,
C8282,C771,9690,3,6,0,Y,
C8283,C772,9690,3,6,0,Y,
C8284,C773,9690,3,6,0,Y,
C8285,C774,9690,3,6,0,Y,
C8286,C775,9690,3,6,0,Y,
C8287,C422,9690,3,6,0,Y,
C8288,C778,9690,3,6,0,Y,
C8289,C809,9690,3,6,0,Y,
C829,C779,9690,3,6,0,Y,
C8290,C779,9690,3,6,0,Y,
C8291,C770,9690,3,6,0,Y,
C8292,C771,9690,3,6,0,Y,
C8293,C772,9690,3,6,0,Y,
C8294,C773,9690,3,6,0,Y,
C8295,C774,9690,3,6,0,Y,
C8296,C775,9690,3,6,0,Y,
C8297,C422,9690,3,6,0,Y,
C8298,C778,9690,3,6,0,Y,
C8299,C809,9690,3,6,0,Y,
C83,C779,9591,3,6,0,Y,
C830,C779,9823,3,6,0,Y,
C8300,C779,9823,3,6,0,Y,
C8301,C770,9823,3,6,0,Y,
C8302,C771,9823,3,6,0,Y,
C8303,C772,9823,3,6,0,Y,
C8304,C773,9823,3,6,0,Y,
C8305,C774,9823,3,6,0,Y,
C8306,C775,9823,3,6,0,Y,
C8307,C779,9823,3,6,0,Y,
C8308,C778,9823,3,6,0,Y,
C8309,C779,9823,3,6,0,Y,
C831,C779,9673,3,6,0,Y,
C8310,C779,9673,3,6,0,Y,
C8311,C770,9673,3,6,0,Y,
C8312,C771,9673,3,6,0,Y,
C8313,C772,9673,3,6,0,Y,
C8314,C773,9673,3,6,0,Y,
C8315,C774,9673,3,6,0,Y,
C8316,C775,9673,3,6,0,Y,
C8317,C422,9673,3,6,0,Y,
C8318,C778,9673,3,6,0,Y,
C8319,C809,9673,3,6,0,Y,
C833,C779,9680,3,6,0,Y,
C8330,C779,9680,3,6,0,Y,
C8331,C770,9680,3,6,0,Y,
C8332,C771,9680,3,6,0,Y,
C8333,C772,9680,3,6,0,Y,
C8334,C773,9680,3,6,0,Y,
C8335,C774,9680,3,6,0,Y,
C8336,C775,9680,3,6,0,Y,
C8337,C422,9680,3,6,0,Y,
C8338,C778,9680,3,6,0,Y,
C8339,C809,9680,3,6,0,Y,
C835,C779,9811,3,6,0,Y,
C8350,C779,9811,3,6,0,Y,
C8351,C770,9811,3,6,0,Y,
C8352,C771,9811,3,6,0,Y,
C8353,C772,9811,3,6,0,Y,
C8354,C773,9811,3,6,0,Y,
C8355,C774,9811,3,6,0,Y,
C8356,C775,9811,3,6,0,Y,
C8357,C422,9811,3,6,0,Y,
C8358,C778,9811,3,6,0,Y,
C8359,C779,9811,3,6,0,Y,
C837,C779,9687,3,6,0,Y,
C8370,C779,9687,3,6,0,Y,
C8371,C770,9687,3,6,0,Y,
C8372,C771,9687,3,6,0,Y,
C8373,C772,9687,3,6,0,Y,
C8374,C773,9687,3,6,0,Y,
C8375,C774,9687,3,6,0,Y,
C8376,C775,9687,3,6,0,Y,
C8377,C422,9687,3,6,0,Y,
C8378,C778,9687,3,6,0,Y,
C8379,C809,9687,3,6,0,Y,
C838,C779,9591,3,6,0,Y,
C8380,C779,9591,3,6,0,Y,
C8381,C770,9591,3,6,0,Y,
C8382,C771,9591,3,6,0,Y,
C8383,C772,9591,3,6,0,Y,
C8384,C773,9591,3,6,0,Y,
C8385,C774,9591,3,6,0,Y,
C8386,C775,9591,3,6,0,Y,
C8387,C422,9591,3,6,0,Y,
C8388,C778,9591,3,6,0,Y,
C8389,C809,9591,3,6,0,Y,
C839,C779,9591,3,6,0,Y,
C8390,C779,9591,3,6,0,Y,
C8391,C770,9591,3,6,0,Y,
C8392,C771,9591,3,6,0,Y,
C8393,C772,9591,3,6,0,Y,
C8394,C773,9591,3,6,0,Y,
C8395,C774,9591,3,6,0,Y,
C8396,C775,9591,3,6,0,Y,
C8397,C422,9591,3,6,0,Y,
C8398,C778,9591,3,6,0,Y,
C8399,C809,9591,3,6,0,Y,
C84,C300,9719,3,8,0,Y,
C840,C449,9700,3,5,0,Y,
C8400,C449,9700,3,5,0,Y,
C8401,C449,9700,3,5,0,Y,
C8402,C449,9700,3,5,0,Y,
C8403,C449,9700,3,5,0,Y,
C8404,C449,9700,3,5,0,Y,
C8405,C449,9700,3,5,0,Y,
C8406,C449,9700,3,5,0,Y,
C8407,C449,9700,3,5,0,Y,
C8408,C449,9700,3,5,0,Y,
C8409,C449,9700,3,5,0,Y,
C841,C449,9701,3,5,0,Y,
C8410,C449,9701,3,5,0,Y,
C8411,C449,9701,3,5,0,Y,
C8412,C449,9701,3,5,0,Y,
C8413,C449,9701,3,5,0,Y,
C8414,C449,9701,3,5,0,Y,
C8415,C449,9701,3,5,0,Y,
C8416,C449,9701,3,5,0,Y,
C8417,C449,9701,3,5,0,Y,
C8418,C449,9701,3,5,0,Y,
C8419,C449,9701,3,5,0,Y,
C844,C779,9703,3,5,0,Y,
C8440,C779,9702,3,5,0,Y,
C8441,C770,9702,3,5,0,Y,
C8442,C771,9702,3,5,0,Y,
C8443,C772,9702,3,5,0,Y,
C8444,C773,9702,3,5,0,Y,
C8445,C774,9702,3,5,0,Y,
C8446,C775,9702,3,5,0,Y,
C8447,C422,9702,3,5,0,Y,
C8448,C778,9702,3,5,0,Y,
C8449,C809,9702,3,5,0,Y,
C846,C779,9714,3,5,0,Y,
C8460,C779,9714,3,5,0,Y,
C8461,C770,9714,3,5,0,Y,
C8462,C771,9714,3,5,0,Y,
C8463,C772,9714,3,5,0,Y,
C8464,C773,9714,3,5,0,Y,
C8465,C774,9714,3,5,0,Y,
C8466,C775,9714,3,5,0,Y,
C8467,C422,9714,3,5,0,Y,
C8468,C778,9714,3,5,0,Y,
C8469,C809,9714,3,5,0,Y,
C847,C779,9702,3,5,0,Y,
C8470,C779,9702,3,5,0,Y,
C8471,C770,9702,3,5,0,Y,
C8472,C771,9702,3,5,0,Y,
C8473,C772,9702,3,5,0,Y,
C8474,C773,9702,3,5,0,Y,
C8475,C774,9702,3,5,0,Y,
C8476,C775,9702,3,5,0,Y,
C8477,C422,9702,3,5,0,Y,
C8478,C778,9702,3,5,0,Y,
C8479,C809,9702,3,5,0,Y,
C849,C300,9719,3,8,0,Y,
C8490,C300,9719,3,8,0,Y,
C8491,C300,9719,3,8,0,Y,
C8492,C300,9719,3,8,0,Y,
C8493,C300,9719,3,8,0,Y,
C8494,C300,9719,3,8,0,Y,
C8495,C300,9719,3,8,0,Y,
C8496,C300,9719,3,8,0,Y,
C8497,C422,9719,3,8,0,Y,
C8498,C300,9719,3,8,0,Y,
C8499,C300,9719,3,8,0,Y,
C84A,C449,9709,3,5,0,Y,
C84A0,C449,9709,3,5,0,Y,
C84A1,C449,9709,3,5,0,Y,
C84A2,C449,9709,3,5,0,Y,
C84A3,C449,9709,3,5,0,Y,
C84A4,C449,9709,3,5,0,Y,
C84A5,C449,9709,3,5,0,Y,
C84A6,C449,9709,3,5,0,Y,
C84A7,C449,9709,3,5,0,Y,
C84A8,C449,9709,3,5,0,Y,
C84A9,C449,9709,3,5,0,Y,
C84Z,C300,9719,3,8,0,Y,
C84Z0,C300,9719,3,8,0,Y,
C84Z1,C300,9719,3,8,0,Y,
C84Z2,C300,9719,3,8,0,Y,
C84Z3,C300,9719,3,8,0,Y,
C84Z4,C300,9719,3,8,0,Y,
C84Z5,C300,9719,3,8,0,Y,
C84Z6,C300,9719,3,8,0,Y,
C84Z7,C422,9719,3,8,0,Y,
C84Z8,C300,9719,3,8,0,Y,
C84Z9,C300,9719,3,8,0,Y,
C85,C779,9591,3,6,0,Y,
C851,C779,9591,3,6,0,Y,
C8510,C779,9591,3,6,0,Y,
C8511,C770,9591,3,6,0,Y,
C8512,C771,9591,3,6,0,Y,
C8513,C772,9591,3,6,0,Y,
C8514,C773,9591,3,6,0,Y,
C8515,C774,9591,3,6,0,Y,
C8516,C775,9591,3,6,0,Y,
C8517,C422,9591,3,6,0,Y,
C8518,C778,9591,3,6,0,Y,
C8519,C809,9591,3,6,0,Y,
C852,C379,9679,3,6,0,Y,
C8520,C379,9679,3,6,0,Y,
C8521,C770,9679,3,6,0,Y,
C8522,C771,9679,3,6,0,Y,
C8523,C772,9679,3,6,0,Y,
C8524,C773,9679,3,6,0,Y,
C8525,C774,9679,3,6,0,Y,
C8526,C775,9679,3,6,0,Y,
C8527,C422,9679,3,6,0,Y,
C8528,C778,9679,3,6,0,Y,
C8529,C379,9679,3,6,0,Y,
C858,C779,9591,3,6,0,Y,
C8580,C779,9591,3,6,0,Y,
C8581,C770,9591,3,6,0,Y,
C8582,C771,9591,3,6,0,Y,
C8583,C772,9591,3,6,0,Y,
C8584,C773,9591,3,6,0,Y,
C8585,C774,9591,3,6,0,Y,
C8586,C775,9591,3,6,0,Y,
C8587,C422,9591,3,6,0,Y,
C8588,C778,9591,3,6,0,Y,
C8589,C809,9591,3,6,0,Y,
C859,C779,9591,3,6,0,Y,
C8590,C779,9591,3,6,0,Y,
C8591,C770,9591,3,6,0,Y,
C8592,C771,9591,3,6,0,Y,
C8593,C772,9591,3,6,0,Y,
C8594,C773,9591,3,6,0,Y,
C8595,C774,9591,3,6,0,Y,
C8596,C775,9591,3,6,0,Y,
C8597,C422,9591,3,6,0,Y,
C8598,C778,9591,3,6,0,Y,
C8599,C809,9591,3,6,0,Y,
C86,C809,9719,3,8,0,Y,
C860,C809,9719,3,8,0,Y,
C861,C809,9716,3,5,0,Y,
C862,C809,9717,3,5,0,Y,
C863,C809,9708,3,5,0,Y,
C864,C809,9719,3,8,0,Y,
C865,C809,9705,3,5,0,Y,
C866,C449,9718,3,5,0,Y,
C88,C809,9591,3,6,0,Y,
C880,C420,9761,3,6,0,Y,
C882,C779,9762,3,6,0,Y,
C883,C779,9762,3,6,0,Y,
C884,C809,9699,3,6,0,Y,
C888,C809,9591,3,6,0,Y,
C889,C809,9591,3,6,0,Y,
C90,C421,9732,3,6,0,Y,
C900,C421,9732,3,6,0,Y,
C9000,C421,9732,3,6,0,Y,
C9002,C421,9732,3,6,0,Y,
C901,C421,9732,3,6,0,Y,
C9010,C421,9732,3,6,0,Y,
C9012,C421,9732,3,6,0,Y,
C902,C809,9734,3,6,0,Y,
C9020,C809,9734,3,6,0,Y,
C9022,C809,9734,3,6,0,Y,
C903,C419,9731,3,6,0,Y,
C9030,C419,9731,3,6,0,Y,
C9032,C419,9731,3,6,0,Y,
C91,C421,9820,3,9,0,Y,
C910,C421,9811,3,6,0,Y,
C9100,C421,9811,3,6,0,Y,
C9102,C421,9811,3,6,0,Y,
C911,C421,9823,3,6,0,Y,
C9110,C421,9823,3,6,0,Y,
C9112,C421,9823,3,6,0,Y,
C913,C421,9832,3,6,0,Y,
C9130,C421,9832,3,6,0,Y,
C9132,C421,9832,3,6,0,Y,
C914,C421,9940,3,6,0,Y,
C9140,C421,9940,3,6,0,Y,
C9142,C421,9940,3,6,0,Y,
C915,C421,9827,3,5,0,Y,
C9150,C421,9827,3,5,0,Y,
C9152,C421,9827,3,5,0,Y,
C916,C421,9834,3,5,0,Y,
C9160,C421,9834,3,5,0,Y,
C9162,C421,9834,3,5,0,Y,
C919,C421,9820,3,9,0,Y,
C9190,C421,9820,3,9,0,Y,
C9192,C421,9820,3,9,0,Y,
C91A,C421,9826,3,6,0,Y,
C91A0,C421,9826,3,6,0,Y,
C91A2,C421,9826,3,6,0,Y,
C91Z,C421,9820,3,6,0,Y,
C91Z0,C421,9820,3,6,0,Y,
C91Z2,C421,9820,3,6,0,Y,
C92,C421,9860,3,9,0,Y,
C920,C421,9872,3,9,0,Y,
C9200,C421,9872,3,9,0,Y,
C9202,C421,9872,3,9,0,Y,
C921,C421,9875,3,9,0,Y,
C9210,C421,9875,3,9,0,Y,
C9212,C421,9875,3,9,0,Y,
C922,C421,9876,3,9,0,Y,
C9220,C421,9876,3,9,0,Y,
C9222,C421,9876,3,9,0,Y,
C923,C499,9930,3,9,0,Y,
C9230,C499,9930,3,9,0,Y,
C9232,C499,9930,3,9,0,Y,
C924,C421,9866,3,9,0,Y,
C9240,C421,9866,3,9,0,Y,
C9242,C421,9866,3,9,0,Y,
C925,C421,9867,3,9,0,Y,
C9250,C421,9867,3,9,0,Y,
C9252,C421,9867,3,9,0,Y,
C926,C421,9897,3,9,0,Y,
C9260,C421,9897,3,9,0,Y,
C9262,C421,9897,3,9,0,Y,
C929,C421,9860,3,9,0,Y,
C9290,C421,9860,3,9,0,Y,
C9292,C421,9860,3,9,0,Y,
C92A,C421,9895,3,9,0,Y,
C92A0,C421,9895,3,9,0,Y,
C92A2,C421,9895,3,9,0,Y,
C92Z,C421,9860,3,9,0,Y,
C92Z0,C421,9860,3,9,0,Y,
C92Z2,C421,9860,3,9,0,Y,
C93,C421,9860,3,9,0,Y,
C930,C421,9891,3,9,0,Y,
C9300,C421,9891,3,9,0,Y,
C9302,C421,9891,3,9,0,Y,
C931,C421,9945,3,9,0,Y,
C9310,C421,9945,3,9,0,Y,
C9312,C421,9945,3,9,0,Y,
C933,C421,9946,3,9,0,Y,
C9330,C421,9946,3,9,0,Y,
C9332,C421,9946,3,9,0,Y,
C939,C421,9860,3,9,0,Y,
C9390,C421,9860,3,9,0,Y,
C9392,C421,9860,3,9,0,Y,
C93Z,C421,9860,3,9,0,Y,
C93Z0,C421,9860,3,9,0,Y,
C93Z2,C421,9860,3,9,0,Y,
C94,C421,9800,3,9,0,Y,
C940,C421,9840,3,9,0,Y,
C9400,C421,9840,3,9,0,Y,
C9402,C421,9840,3,9,0,Y,
C942,C421,9910,3,9,0,Y,
C9420,C421,9910,3,9,0,Y,
C9422,C421,9910,3,9,0,Y,
C943,C421,9742,3,9,0,Y,
C9430,C421,9742,3,9,0,Y,
C9432,C421,9742,3,9,0,Y,
C944,C421,9931,3,9,0,Y,
C9440,C421,9931,3,9,0,Y,
C9442,C421,9931,3,9,0,Y,
C946,C421,9989,3,9,0,Y,
C948,C421,9800,3,9,0,Y,
C9480,C421,9800,3,9,0,Y,
C9482,C421,9800,3,9,0,Y,
C95,C421,9800,3,9,0,Y,
C950,C421,9801,3,9,0,Y,
C9500,C421,9801,3,9,0,Y,
C9502,C421,9801,3,9,0,Y,
C951,C421,9800,3,9,0,Y,
C9510,C421,9800,3,9,0,Y,
C9512,C421,9800,3,9,0,Y,
C959,C421,9800,3,9,0,Y,
C9590,C421,9800,3,9,0,Y,
C9592,C421,9800,3,9,0,Y,
C96,C421,9800,3,9,0,Y,
C960,C421,9751,3,9,0,Y,
C962,C421,9740,3,9,0,Y,
C964,C421,9758,3,9,0,Y,
C965,C421,9751,3,9,0,Y,
C966,C421,9751,3,9,0,Y,
C969,C421,9800,3,9,0,Y,
C96A,C779,9755,3,9,0,Y,
C96Z,C421,9800,3,9,0,Y,
D00,C809,8000,2,9,0,Y,
D000,C148,8000,2,9,0,Y,
D0000,C069,8000,2,9,0,Y,
D0001,C009,8000,2,9,0,Y,
D0002,C069,8000,2,9,0,Y,
D0003,C069,8000,2,9,0,Y,
D0004,C051,8000,2,9,0,Y,
D0005,C050,8000,2,9,0,Y,
D0006,C049,8000,2,9,0,Y,
D0007,C029,8000,2,9,0,Y,
D0008,C140,8000,2,9,0,Y,
D001,C159,8000,2,9,0,Y,
D002,C169,8000,2,9,0,Y,
D01,C269,8000,2,9,0,Y,
D010,C189,8000,2,9,0,Y,
D011,C199,8000,2,9,0,Y,
D012,C209,8000,2,9,0,Y,
D013,C218,8000,2,9,0,Y,
D014,C269,8000,2,9,0,Y,
D0140,C269,8000,2,9,0,Y,
D0149,C189,8000,2,9,0,Y,
D015,C249,8000,2,9,0,Y,
D017,C269,8000,2,9,0,Y,
D019,C269,8000,2,9,0,Y,
D02,C399,8000,2,9,0,Y,
D020,C329,8000,2,9,0,Y,
D021,C339,8000,2,9,0,Y,
D022,C349,8000,2,9,9,Y,
D0220,C349,8000,2,9,9,Y,
D0221,C349,8000,2,9,1,Y,
D0222,C349,8000,2,9,2,Y,
D023,C399,8000,2,9,0,Y,
D024,C399,8000,2,9,0,Y,
D03,C449,8720,2,9,0,Y,
D030,C440,8720,2,9,0,Y,
D031,C441,8720,2,9,9,Y,
D0310,C441,8720,2,9,9,Y,
D0311,C441,8720,2,9,1,Y,
D0312,C441,8720,2,9,2,Y,
D032,C442,8720,2,9,9,Y,
D0320,C442,8720,2,9,9,Y,
D0321,C442,8720,2,9,1,Y,
D0322,C442,8720,2,9,2,Y,
D033,C443,8720,2,9,9,Y,
D0330,C443,8720,2,9,9,Y,
D0339,C443,8720,2,9,9,Y,
D034,C444,8720,2,9,0,Y,
D035,C445,8720,2,9,9,Y,
D0351,C445,8720,2,9,9,Y,
D0352,C445,8720,2,9,9,Y,
D0359,C445,8720,2,9,9,Y,
D036,C446,8720,2,9,9,Y,
D0360,C446,8720,2,9,9,Y,
D0361,C446,8720,2,9,1,Y,
D0362,C446,8720,2,9,2,Y,
D037,C447,8720,2,9,9,Y,
D0370,C447,8720,2,9,9,Y,
D0371,C447,8720,2,9,1,Y,
D0372,C447,8720,2,9,2,Y,
D038,C449,8720,2,9,0,Y,
D039,C449,8720,2,9,0,Y,
D04,C449,8000,2,9,0,O,
D040,C440,8000,2,9,0,O,
D0410,C441,8000,2,9,9,O,
D0411,C441,8000,2,9,1,O,
D0412,C441,8000,2,9,2,O,
D0420,C442,8000,2,9,9,O,
D0421,C442,8000,2,9,1,O,
D0422,C442,8000,2,9,2,O,
D0430,C443,8000,2,9,0,O,
D0439,C443,8000,2,9,0,O,
D044,C444,8000,2,9,0,O,
D045,C445,8000,2,9,9,O,
D0460,C446,8000,2,9,9,O,
D0461,C446,8000,2,9,1,O,
D0462,C446,8000,2,9,2,O,
D0470,C447,8000,2,9,9,O,
D0471,C447,8000,2,9,1,O,
D0472,C447,8000,2,9,2,O,
D048,C449,8000,2,9,0,O,
D049,C449,8000,2,9,0,O,
D05,C509,8010,2,9,9,Y,
D050,C509,8520,2,9,9,Y,
D0500,C509,8520,2,9,9,Y,
D0501,C509,8520,2,9,1,Y,
D0502,C509,8520,2,9,2,Y,
D051,C509,8500,2,9,9,Y,
D0510,C509,8500,2,9,9,Y,
D0511,C509,8500,2,9,1,Y,
D0512,C509,8500,2,9,2,Y,
D058,C509,8010,2,9,9,Y,
D0580,C509,8010,2,9,9,Y,
D0581,C509,8010,2,9,1,Y,
D0582,C509,8010,2,9,2,Y,
D059,C509,8010,2,9,9,Y,
D0590,C509,8010,2,9,9,Y,
D0591,C509,8010,2,9,1,Y,
D0592,C509,8010,2,9,2,Y,
D07,C579,8010,2,9,0,Y,
D070,C541,8010,2,9,0,Y,
D071,C519,8010,2,9,0,Y,
D072,C529,8010,2,9,0,Y,
D073,C579,8010,2,9,0,Y,
D0730,C579,8010,2,9,0,Y,
D0739,C579,8010,2,9,0,Y,
D074,C609,8010,2,9,0,Y,
D076,C639,8010,2,9,0,Y,
D0760,C639,8010,2,9,0,Y,
D0761,C632,8010,2,9,0,Y,
D0769,C639,8010,2,9,0,Y,
D09,C809,8010,2,9,0,Y,
D090,C679,8010,2,9,0,Y,
D091,C689,8010,2,9,0,Y,
D0910,C689,8010,2,9,0,Y,
D0919,C689,8010,2,9,0,Y,
D092,C699,8010,2,9,9,Y,
D0920,C699,8010,2,9,9,Y,
D0921,C699,8010,2,9,1,Y,
D0922,C699,8010,2,9,2,Y,
D093,C759,8010,2,9,0,Y,
D098,C809,8010,2,9,0,Y,
D099,C809,8010,2,9,0,Y,
D1802,C729,9120,0,9,0,O,
D32,C709,8000,0,9,0,Y,
D320,C700,8000,0,9,0,Y,
D321,C701,8000,0,9,9,Y,
D329,C709,9530,0,9,0,Y,
D33,C729,8000,0,9,0,Y,
D330,C710,8000,0,9,9,Y,
D331,C717,8000,0,9,0,Y,
D332,C719,8000,0,9,0,Y,
D333,C725,8000,0,9,0,Y,
D334,C720,8000,0,9,0,Y,
D337,C729,8000,0,9,0,Y,
D339,C729,8000,0,9,0,Y,
D352,C751,8000,0,9,0,Y,
D353,C752,8000,0,9,0,Y,
D354,C753,8000,0,9,0,Y,
D42,C709,8000,1,9,0,Y,
D420,C700,8000,1,9,9,Y,
D421,C701,8000,1,9,0,Y,
D429,C709,8000,1,9,0,Y,
D43,C729,8000,1,9,0,Y,
D430,C710,8000,1,9,9,Y,
D431,C717,8000,1,9,0,Y,
D432,C717,8000,1,9,0,Y,
D433,C725,8000,1,9,0,Y,
